,SiteName,app,date,device_id,fmt_opt,gps_alt,gps_fix,gps_lat,gps_lon,gps_num,s_0,s_1,s_2,s_3,s_d0,s_d1,s_d2,s_h0,s_t0,tick,time,timestamp,ver_app,ver_format
0,74DA38EBF78E,AirBox,2018-12-07,74DA38EBF78E,1,2.0,1.0,24.765,120.969,9.0,912.0,100.0,1.0,0.0,0.0,0.0,0.0,70.0,24.75,1544212403.0,19:53:23,2018-12-07T19:53:23Z,1.0.7,3
1,苗栗縣縣立南埔國小,AirBox,2018-12-07,74DA38F20A3A,1,2.0,1.0,24.635,120.973,9.0,610.0,100.0,1.0,0.0,0.0,0.0,0.0,75.0,21.5,1544212661.0,19:57:41,2018-12-07T19:57:41Z,1.0.7,3
2,苗栗縣縣立田美國小,AirBox,2018-12-07,74DA38F20A3C,1,2.0,1.0,24.629,121.008,9.0,605.0,100.0,1.0,0.0,0.0,0.0,0.0,82.0,20.0,1544211436.0,19:37:16,2018-12-07T19:37:16Z,1.0.7,3
3,74DA38B0538C,AirBox,2018-12-07,74DA38B0538C,1,2.0,1.0,0.0,0.0,9.0,226.0,100.0,1.0,0.0,0.0,0.0,0.0,60.0,29.12,1544211876.0,19:44:36,2018-12-07T19:44:36Z,1.0.7,3
4,74DA38C7D1CE,AirBox,2018-12-07,74DA38C7D1CE,1,2.0,1.0,25.053,121.454,9.0,1506.0,100.0,1.0,0.0,0.0,0.0,0.0,65.0,27.37,1544211950.0,19:45:50,2018-12-07T19:45:50Z,0.35.2,3
5,74DA38F20B88,AirBox,2018-12-07,74DA38F20B88,1,2.0,1.0,22.75,120.316,9.0,95.0,100.0,1.0,0.0,31.0,34.0,20.0,67.0,23.62,1544212438.0,19:53:58,2018-12-07T19:53:58Z,1.0.7,3
6,74DA38EBF78A,AirBox,2018-12-07,74DA38EBF78A,1,2.0,1.0,24.706,120.912,9.0,569.0,100.0,1.0,0.0,1.0,1.0,0.0,58.0,25.87,1544212722.0,19:58:42,2018-12-07T19:58:42Z,1.0.7,3
7,嘉義縣大南國民小學,AirBox,2018-12-07,74DA38C7D1DE,1,2.0,1.0,23.558,120.554,9.0,3961.0,100.0,1.0,0.0,5.0,5.0,4.0,97.0,22.62,1544212589.0,19:56:29,2018-12-07T19:56:29Z,0.35.2,3
8,74DA38B0514E,AirBox,2018-12-07,74DA38B0514E,1,2.0,1.0,25.018,121.304,9.0,574.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,28.37,1544210360.0,19:19:20,2018-12-07T19:19:20Z,0.35.2,3
9,74DA38F20B82,AirBox,2018-12-07,74DA38F20B82,1,2.0,1.0,22.847,120.465,9.0,92.0,100.0,1.0,0.0,22.0,23.0,15.0,76.0,21.62,1544212077.0,19:47:57,2018-12-07T19:47:57Z,1.0.7,3
10,74DA38B051F0,AirBox,2018-12-07,74DA38B051F0,1,2.0,1.0,23.796,120.223,9.0,1150.0,100.0,1.0,0.0,7.0,8.0,5.0,100.0,23.0,1544210758.0,19:25:58,2018-12-07T19:25:58Z,0.35.2,3
11,74DA38B051F4,AirBox,2018-12-07,74DA38B051F4,1,2.0,1.0,25.034,121.525,9.0,799.0,100.0,1.0,0.0,0.0,0.0,0.0,62.0,27.87,1544211894.0,19:44:54,2018-12-07T19:44:54Z,0.35.2,3
12,74DA38AF47B0,AirBox,2018-12-07,74DA38AF47B0,1,2.0,1.0,23.464,120.417,9.0,2206.0,100.0,1.0,0.0,6.0,7.0,5.0,65.0,29.62,1544210820.0,19:27:00,2018-12-07T19:27:00Z,0.35.2,3
13,屏東縣縣立信義國小,AirBox,2018-12-07,74DA38F20AA4,1,2.0,1.0,22.685,120.492,9.0,1578.0,100.0,1.0,0.0,26.0,28.0,18.0,66.0,27.25,1544212543.0,19:55:43,2018-12-07T19:55:43Z,1.0.7,3
14,74DA38AF47B4,AirBox,2018-12-07,74DA38AF47B4,1,2.0,1.0,24.086,120.538,9.0,859.0,100.0,1.0,0.0,0.0,0.0,0.0,64.0,28.25,1544212344.0,19:52:24,2018-12-07T19:52:24Z,0.35.2,3
15,苗栗縣縣立中和國小,AirBox,2018-12-07,74DA38F20AA0,1,2.0,1.0,24.588,120.735,9.0,605.0,100.0,1.0,0.0,2.0,4.0,1.0,78.0,20.37,1544211834.0,19:43:54,2018-12-07T19:43:54Z,1.0.7,3
16,74DA38B051FA,AirBox,2018-12-07,74DA38B051FA,1,2.0,1.0,23.594,120.457,9.0,717.0,100.0,1.0,0.0,9.0,11.0,8.0,70.0,26.62,1544212278.0,19:51:18,2018-12-07T19:51:18Z,0.35.2,3
17,74DA38E2B58C,AirBox,2018-12-07,74DA38E2B58C,1,2.0,1.0,24.087,120.669,9.0,813.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,28.5,1544211859.0,19:44:19,2018-12-07T19:44:19Z,0.35.2,3
18,台東縣縣立萬安國小,AirBox,2018-12-07,74DA38F20AAE,1,2.0,1.0,23.095,121.218,9.0,1569.0,100.0,1.0,0.0,0.0,0.0,0.0,77.0,22.75,1544212237.0,19:50:37,2018-12-07T19:50:37Z,1.0.7,3
19,74DA38AF47BE,AirBox,2018-12-07,74DA38AF47BE,1,2.0,1.0,25.024,121.524,9.0,2594.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,24.87,1544212629.0,19:57:09,2018-12-07T19:57:09Z,0.35.2,3
20,苗栗縣縣立南庄國小,AirBox,2018-12-07,74DA38F20AAA,1,2.0,1.0,24.6,120.999,9.0,609.0,100.0,1.0,0.0,0.0,0.0,0.0,73.0,21.87,1544212391.0,19:53:11,2018-12-07T19:53:11Z,1.0.7,3
21,74DA38C7D1D6,AirBox,2018-12-07,74DA38C7D1D6,1,2.0,1.0,22.46,120.446,9.0,1488.0,100.0,1.0,0.0,24.0,26.0,17.0,71.0,30.5,1544210337.0,19:18:57,2018-12-07T19:18:57Z,0.35.2,3
22,苗栗縣縣立士林國小,AirBox,2018-12-07,74DA38F20B8C,1,2.0,1.0,24.347,120.93,9.0,606.0,100.0,1.0,0.0,3.0,4.0,2.0,79.0,21.37,1544211331.0,19:35:31,2018-12-07T19:35:31Z,1.0.7,3
23,74DA38B05144,AirBox,2018-12-07,74DA38B05144,1,2.0,1.0,23.974,121.611,9.0,439.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,25.37,1544211904.0,19:45:04,2018-12-07T19:45:04Z,0.35.2,3
24,74DA38F20B8A,AirBox,2018-12-07,74DA38F20B8A,1,2.0,1.0,22.882,120.492,9.0,104.0,100.0,1.0,0.0,11.0,12.0,8.0,59.0,27.87,1544211693.0,19:41:33,2018-12-07T19:41:33Z,1.0.7,3
25,苗栗縣縣立蓬萊國小,AirBox,2018-12-07,74DA38F20A36,1,2.0,1.0,24.543,120.97,9.0,224.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,17.37,1544212438.0,19:53:58,2018-12-07T19:53:58Z,1.0.7,3
26,74DA38B05388,AirBox,2018-12-07,74DA38B05388,1,2.0,1.0,24.903,120.987,9.0,211.0,100.0,1.0,0.0,1.0,2.0,1.0,100.0,19.87,1544210911.0,19:28:31,2018-12-07T19:28:31Z,0.35.2,3
27,74DA38C7D222,AirBox,2018-12-07,74DA38C7D222,1,2.0,1.0,3.047,101.527,9.0,851.0,100.0,1.0,0.0,37.0,44.0,27.0,84.0,30.62,1544210579.0,19:22:59,2018-12-07T19:22:59Z,0.35.2,3
28,嘉義縣嘉新國民中學,AirBox,2018-12-07,74DA38C7D220,1,2.0,1.0,23.5,120.378,9.0,10707.0,100.0,1.0,0.0,12.0,12.0,8.0,80.0,23.25,1544212241.0,19:50:41,2018-12-07T19:50:41Z,0.35.2,3
29,74DA38C7D226,AirBox,2018-12-07,74DA38C7D226,1,2.0,1.0,2.87,101.671,9.0,172.0,100.0,1.0,0.0,37.0,44.0,26.0,82.0,31.0,1544211611.0,19:40:11,2018-12-07T19:40:11Z,0.35.2,3
30,74DA38C7D224,AirBox,2018-12-07,74DA38C7D224,1,2.0,1.0,3.201,101.557,9.0,2019.0,100.0,1.0,0.0,18.0,19.0,14.0,94.0,29.0,1544211212.0,19:33:32,2018-12-07T19:33:32Z,0.35.2,3
31,74DA38AF4798,AirBox,2018-12-07,74DA38AF4798,1,2.0,1.0,25.115,121.519,9.0,117.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,23.37,1544212424.0,19:53:44,2018-12-07T19:53:44Z,0.35.2,3
32,74DA38C7D150,AirBox,2018-12-07,74DA38C7D150,1,2.0,1.0,24.974,121.251,9.0,640.0,100.0,1.0,0.0,1.0,1.0,1.0,100.0,21.5,1544212399.0,19:53:19,2018-12-07T19:53:19Z,0.35.2,3
33,74DA38AF4792,AirBox,2018-12-07,74DA38AF4792,1,2.0,1.0,22.665,120.325,9.0,1863.0,100.0,1.0,0.0,18.0,21.0,13.0,100.0,23.25,1544212550.0,19:55:50,2018-12-07T19:55:50Z,0.35.2,3
34,74DA38EBF5A4,AirBox,2018-12-07,74DA38EBF5A4,1,2.0,1.0,23.709,120.436,9.0,284.0,100.0,1.0,0.0,14.0,14.0,11.0,80.0,23.62,1544212567.0,19:56:07,2018-12-07T19:56:07Z,1.0.7,3
35,嘉義縣梅北國民小學,AirBox,2018-12-07,74DA38C7D3BE,1,2.0,1.0,23.587,120.552,9.0,12703.0,100.0,1.0,0.0,7.0,8.0,6.0,86.0,25.87,1544212319.0,19:51:59,2018-12-07T19:51:59Z,0.35.2,3
36,金門縣立上岐國小,AirBox,2018-12-07,74DA38C7D17E,1,2.0,1.0,24.415,118.228,9.0,1148.0,100.0,1.0,0.0,8.0,8.0,6.0,87.0,18.5,1544212428.0,19:53:48,2018-12-07T19:53:48Z,0.35.2,3
37,74DA38EBF654,AirBox,2018-12-07,74DA38EBF654,1,2.0,1.0,25.044,121.388,9.0,400.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,25.25,1544211520.0,19:38:40,2018-12-07T19:38:40Z,1.0.7,3
38,74DA38AF475A,AirBox,2018-12-07,74DA38AF475A,1,2.0,1.0,23.972,121.613,9.0,36.0,100.0,1.0,0.0,0.0,1.0,0.0,100.0,24.87,1544212399.0,19:53:19,2018-12-07T19:53:19Z,0.35.2,3
39,74DA38C7D596,AirBox,2018-12-07,74DA38C7D596,1,2.0,1.0,22.993,120.157,9.0,2911.0,100.0,1.0,0.0,18.0,19.0,13.0,100.0,22.75,1544212248.0,19:50:48,2018-12-07T19:50:48Z,0.35.2,3
40,74DA38E69E26,AirBox,2018-12-07,74DA38E69E26,1,2.0,1.0,24.848,121.029,9.0,1760.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,19.87,1544211568.0,19:39:28,2018-12-07T19:39:28Z,0.35.2,3
41,74DA38C7D356,AirBox,2018-12-07,74DA38C7D356,1,2.0,1.0,24.902,121.266,9.0,419.0,100.0,1.0,0.0,1.0,1.0,1.0,100.0,20.5,1544212732.0,19:58:52,2018-12-07T19:58:52Z,1.0.7,3
42,74DA38C7D350,AirBox,2018-12-07,74DA38C7D350,1,2.0,1.0,24.956,121.315,9.0,190.0,100.0,1.0,0.0,2.0,3.0,2.0,83.0,22.0,1544210302.0,19:18:22,2018-12-07T19:18:22Z,0.35.2,3
43,新竹市立三民國中,AirBox,2018-12-07,74DA38C7D57A,1,2.0,1.0,24.812,120.979,9.0,1048.0,100.0,1.0,0.0,1.0,2.0,0.0,100.0,21.87,1544212625.0,19:57:05,2018-12-07T19:57:05Z,0.35.2,3
44,74DA38C7D358,AirBox,2018-12-07,74DA38C7D358,1,2.0,1.0,24.925,121.31,9.0,1826.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,21.87,1544211137.0,19:32:17,2018-12-07T19:32:17Z,0.35.2,3
45,74DA38F210B4,AirBox,2018-12-07,74DA38F210B4,1,2.0,1.0,22.791,120.293,9.0,96.0,100.0,1.0,0.0,46.0,56.0,36.0,63.0,25.5,1544210008.0,19:13:28,2018-12-07T19:13:28Z,1.0.7,3
46,74DA38F210B6,AirBox,2018-12-07,74DA38F210B6,1,2.0,1.0,23.009,120.514,9.0,1199.0,100.0,1.0,0.0,16.0,17.0,12.0,67.0,29.12,1544212764.0,19:59:24,2018-12-07T19:59:24Z,1.0.7,3
47,74DA38C7D35A,AirBox,2018-12-07,74DA38C7D35A,1,2.0,1.0,24.88,121.301,9.0,3.0,100.0,1.0,0.0,0.0,1.0,0.0,100.0,20.25,1544211091.0,19:31:31,2018-12-07T19:31:31Z,0.35.2,3
48,74DA38C7D578,AirBox,2018-12-07,74DA38C7D578,1,2.0,1.0,2.996,101.79,9.0,1052.0,100.0,1.0,0.0,11.0,12.0,8.0,93.0,29.12,1544211827.0,19:43:47,2018-12-07T19:43:47Z,0.35.2,3
49,雲林縣立莿桐國中,AirBox,2018-12-07,74DA38C7D576,1,2.0,1.0,23.749,120.507,9.0,1978.0,100.0,1.0,0.0,12.0,13.0,10.0,76.0,24.25,1544212778.0,19:59:38,2018-12-07T19:59:38Z,0.35.2,3
50,74DA38F210B8,AirBox,2018-12-07,74DA38F210B8,1,2.0,1.0,22.956,120.493,9.0,111.0,100.0,1.0,0.0,21.0,21.0,14.0,76.0,23.0,1544212182.0,19:49:42,2018-12-07T19:49:42Z,1.0.7,3
51,台東縣利吉分校,AirBox,2018-12-07,74DA38F20874,1,2.0,1.0,22.751,121.141,9.0,556.0,100.0,1.0,0.0,88.0,91.0,75.0,55.0,29.75,1544211888.0,19:44:48,2018-12-07T19:44:48Z,1.0.7,3
52,宜蘭縣縣立大進國小,AirBox,2018-12-07,74DA38F20876,1,2.0,1.0,0.0,0.0,9.0,245.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,22.5,1544210575.0,19:22:55,2018-12-07T19:22:55Z,1.0.7,3
53,74DA38EBF65C,AirBox,2018-12-07,74DA38EBF65C,1,2.0,1.0,24.414,118.284,9.0,20059.0,100.0,1.0,0.0,9.0,9.0,6.0,97.0,17.62,1544211343.0,19:35:43,2018-12-07T19:35:43Z,1.0.7,3
54,74DA38EBF5AE,AirBox,2018-12-07,74DA38EBF5AE,1,2.0,1.0,24.195,120.686,9.0,4412.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,29.37,1544211852.0,19:44:12,2018-12-07T19:44:12Z,1.0.7,3
55,74DA38EBF65A,AirBox,2018-12-07,74DA38EBF65A,1,2.0,1.0,24.265,120.574,9.0,4325.0,100.0,1.0,0.0,5.0,5.0,4.0,61.0,27.25,1544210954.0,19:29:14,2018-12-07T19:29:14Z,1.0.7,3
56,74DA38EBF908,AirBox,2018-12-07,74DA38EBF908,1,2.0,1.0,22.626,120.266,9.0,2652.0,100.0,1.0,0.0,18.0,18.0,12.0,57.0,29.0,1544211897.0,19:44:57,2018-12-07T19:44:57Z,1.0.7,3
57,74DA38EBF902,AirBox,2018-12-07,74DA38EBF902,1,2.0,1.0,23.477,120.454,9.0,4339.0,100.0,1.0,0.0,13.0,13.0,9.0,64.0,26.5,1544212593.0,19:56:33,2018-12-07T19:56:33Z,1.0.7,3
58,74DA38EBF900,AirBox,2018-12-07,74DA38EBF900,1,2.0,1.0,25.061,121.627,9.0,82.0,100.0,1.0,0.0,0.0,1.0,0.0,87.0,21.62,1544211896.0,19:44:56,2018-12-07T19:44:56Z,1.0.7,3
59,74DA38EBF906,AirBox,2018-12-07,74DA38EBF906,1,2.0,1.0,23.715,120.558,9.0,796.0,100.0,1.0,0.0,11.0,11.0,8.0,63.0,25.0,1544211608.0,19:40:08,2018-12-07T19:40:08Z,1.0.7,3
60,74DA38EBF904,AirBox,2018-12-07,74DA38EBF904,1,2.0,1.0,24.774,121.044,9.0,4390.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,26.37,1544212786.0,19:59:46,2018-12-07T19:59:46Z,1.0.7,3
61,74DA388FF4CA,AirBox,2018-12-07,74DA388FF4CA,1,2.0,1.0,25.018,121.536,9.0,3099.0,100.0,1.0,0.0,1.0,0.0,0.0,87.0,21.37,1544210517.0,19:21:57,2018-12-07T19:21:57Z,0.34.8,3
62,74DA38EBF83E,AirBox,2018-12-07,74DA38EBF83E,1,2.0,1.0,22.66,120.323,9.0,720.0,100.0,1.0,0.0,27.0,29.0,18.0,69.0,25.5,1544212038.0,19:47:18,2018-12-07T19:47:18Z,1.0.7,3
63,74DA38EBF83C,AirBox,2018-12-07,74DA38EBF83C,1,2.0,1.0,25.029,121.501,9.0,4397.0,100.0,1.0,0.0,0.0,0.0,0.0,77.0,22.25,1544212088.0,19:48:08,2018-12-07T19:48:08Z,1.0.7,3
64,苗栗縣縣立林森國小,AirBox,2018-12-07,74DA38F20904,1,2.0,1.0,24.438,120.679,9.0,17.0,100.0,1.0,0.0,4.0,4.0,3.0,69.0,23.87,1544209555.0,19:05:55,2018-12-07T19:05:55Z,1.0.7,3
65,74DA38E2B4FA,AirBox,2018-12-07,74DA38E2B4FA,1,2.0,1.0,24.148,120.611,9.0,1065.0,100.0,1.0,0.0,4.0,4.0,3.0,61.0,29.25,1544212783.0,19:59:43,2018-12-07T19:59:43Z,0.35.2,3
66,74DA38E2B4FC,AirBox,2018-12-07,74DA38E2B4FC,1,2.0,1.0,25.016,121.53,9.0,4467.0,100.0,1.0,0.0,0.0,0.0,0.0,67.0,25.12,1544212137.0,19:48:57,2018-12-07T19:48:57Z,0.35.2,3
67,宜蘭縣縣立壯圍國小,AirBox,2018-12-07,74DA38F20900,1,2.0,1.0,24.743,121.79,9.0,4395.0,100.0,1.0,0.0,0.0,0.0,0.0,88.0,21.5,1544211606.0,19:40:06,2018-12-07T19:40:06Z,1.0.7,3
68,74DA38E2B4FE,AirBox,2018-12-07,74DA38E2B4FE,1,2.0,1.0,23.95,120.916,9.0,1770.0,100.0,1.0,0.0,33.0,37.0,23.0,100.0,21.25,1544212749.0,19:59:09,2018-12-07T19:59:09Z,0.35.2,3
69,屏東縣縣立獅子國中,AirBox,2018-12-07,74DA38F20902,1,2.0,1.0,22.204,120.7,9.0,143.0,100.0,1.0,0.0,0.0,1.0,0.0,63.0,26.75,1544211915.0,19:45:15,2018-12-07T19:45:15Z,1.0.7,3
70,74DA38C7CF34,AirBox,2018-12-07,74DA38C7CF34,1,2.0,1.0,24.912,121.159,9.0,2687.0,100.0,1.0,0.0,2.0,2.0,1.0,76.0,22.12,1544210505.0,19:21:45,2018-12-07T19:21:45Z,0.35.2,3
71,74DA38C7CF36,AirBox,2018-12-07,74DA38C7CF36,1,2.0,1.0,23.918,120.885,9.0,36.0,100.0,1.0,0.0,28.0,30.0,20.0,87.0,22.87,1544212778.0,19:59:38,2018-12-07T19:59:38Z,0.35.2,3
72,苗栗縣縣立公館國小,AirBox,2018-12-07,74DA38F20908,1,2.0,1.0,24.499,120.827,9.0,605.0,100.0,1.0,0.0,3.0,3.0,3.0,71.0,22.5,1544211336.0,19:35:36,2018-12-07T19:35:36Z,1.0.7,3
73,74DA3895C44A,AirBox,2018-12-07,74DA3895C44A,1,2.0,1.0,24.309,120.712,9.0,811.0,100.0,1.0,0.0,7.0,7.0,6.0,100.0,19.75,1544212063.0,19:47:43,2018-12-07T19:47:43Z,0.35.0,3
74,74DA38E2B4F4,AirBox,2018-12-07,74DA38E2B4F4,1,2.0,1.0,25.058,121.469,9.0,2893.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,26.25,1544211287.0,19:34:47,2018-12-07T19:34:47Z,0.35.2,3
75,屏東縣縣立萬新國中,AirBox,2018-12-07,74DA38F2090A,1,2.0,1.0,22.562,120.492,9.0,1599.0,100.0,1.0,0.0,29.0,30.0,20.0,76.0,25.87,1544210107.0,19:15:07,2018-12-07T19:15:07Z,1.0.7,3
76,74DA38E2B4F8,AirBox,2018-12-07,74DA38E2B4F8,1,2.0,1.0,22.999,120.253,9.0,1244.0,100.0,1.0,0.0,17.0,18.0,11.0,73.0,22.62,1544210584.0,19:23:04,2018-12-07T19:23:04Z,0.35.2,3
77,74DA38B050BA,AirBox,2018-12-07,74DA38B050BA,1,2.0,1.0,22.991,120.223,9.0,7583.0,100.0,1.0,0.0,20.0,21.0,16.0,100.0,22.75,1544211951.0,19:45:51,2018-12-07T19:45:51Z,0.35.2,3
78,74DA38C7CF3C,AirBox,2018-12-07,74DA38C7CF3C,1,2.0,1.0,22.623,120.318,9.0,1293.0,100.0,1.0,0.0,15.0,16.0,12.0,77.0,25.87,1544209710.0,19:08:30,2018-12-07T19:08:30Z,0.35.2,3
79,74DA38EBF836,AirBox,2018-12-07,74DA38EBF836,1,2.0,1.0,25.012,121.487,9.0,3626.0,100.0,1.0,0.0,0.0,0.0,0.0,71.0,23.37,1544210548.0,19:22:28,2018-12-07T19:22:28Z,1.0.7,3
80,74DA38EBF838,AirBox,2018-12-07,74DA38EBF838,1,2.0,1.0,25.012,121.542,9.0,332.0,100.0,1.0,0.0,3.0,3.0,3.0,82.0,22.37,1544212288.0,19:51:28,2018-12-07T19:51:28Z,1.0.7,3
81,屏東縣縣立青葉國小,AirBox,2018-12-07,74DA38F211F6,1,2.0,1.0,22.838,120.639,9.0,835.0,100.0,1.0,0.0,49.0,61.0,29.0,80.0,26.37,1544210310.0,19:18:30,2018-12-07T19:18:30Z,1.0.7,3
82,74DA38AF48C8,AirBox,2018-12-07,74DA38AF48C8,1,2.0,1.0,24.993,121.303,9.0,346.0,100.0,1.0,0.0,0.0,1.0,0.0,61.0,28.5,1544211689.0,19:41:29,2018-12-07T19:41:29Z,0.35.2,3
83,taichung02,AirBox,2018-12-07,74DA3895C2F8,1,2.0,1.0,24.12,120.734,9.0,1836.0,100.0,1.0,0.0,4.0,4.0,3.0,100.0,24.12,1544211494.0,19:38:14,2018-12-07T19:38:14Z,0.35.0,3
84,74DA3895C2F4,AirBox,2018-12-07,74DA3895C2F4,1,2.0,1.0,25.033,121.554,9.0,3541.0,100.0,1.0,0.0,1.0,1.0,1.0,68.0,25.75,1544212754.0,19:59:14,2018-12-07T19:59:14Z,0.35.0,3
85,74DA3895C2F2,AirBox,2018-12-07,74DA3895C2F2,1,2.0,1.0,24.299,120.577,9.0,83.0,100.0,1.0,0.0,4.0,5.0,3.0,100.0,21.5,1544212496.0,19:54:56,2018-12-07T19:54:56Z,0.35.2,3
86,74DA3895C2F0,AirBox,2018-12-07,74DA3895C2F0,1,2.0,1.0,24.786,120.997,9.0,960.0,100.0,1.0,0.0,0.0,0.0,0.0,96.0,21.62,1544210629.0,19:23:49,2018-12-07T19:23:49Z,0.35.0,3
87,苗栗縣縣立同光國小,AirBox,2018-12-07,74DA38F20AA2,1,2.0,1.0,24.609,120.762,9.0,760.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,20.25,1544212338.0,19:52:18,2018-12-07T19:52:18Z,1.0.7,3
88,74DA38EBF90C,AirBox,2018-12-07,74DA38EBF90C,1,2.0,1.0,23.118,120.306,9.0,4322.0,100.0,1.0,0.0,25.0,29.0,15.0,85.0,21.75,1544211441.0,19:37:21,2018-12-07T19:37:21Z,1.0.7,3
89,74DA38EBF90A,AirBox,2018-12-07,74DA38EBF90A,1,2.0,1.0,24.185,120.616,9.0,9.0,100.0,1.0,0.0,7.0,7.0,5.0,68.0,24.87,1544210072.0,19:14:32,2018-12-07T19:14:32Z,1.0.7,3
90,74DA38E69E3E,AirBox,2018-12-07,74DA38E69E3E,1,2.0,1.0,23.498,120.379,9.0,1046.0,100.0,1.0,0.0,6.0,6.0,5.0,57.0,29.37,1544212751.0,19:59:11,2018-12-07T19:59:11Z,0.35.2,3
91,雲林縣立安定國小,AirBox,2018-12-07,74DA38C7D4BA,1,2.0,1.0,23.798,120.438,9.0,16.0,100.0,1.0,0.0,8.0,8.0,7.0,70.0,25.12,1544212555.0,19:55:55,2018-12-07T19:55:55Z,0.35.2,3
92,74DA38E69B80,AirBox,2018-12-07,74DA38E69B80,1,2.0,1.0,23.468,120.282,9.0,2193.0,100.0,1.0,0.0,6.0,6.0,5.0,100.0,24.62,1544210995.0,19:29:55,2018-12-07T19:29:55Z,0.35.2,3
93,74DA38C7CEC8,AirBox,2018-12-07,74DA38C7CEC8,1,2.0,1.0,24.184,120.59,9.0,16752.0,100.0,1.0,0.0,7.0,8.0,6.0,100.0,20.0,1544211867.0,19:44:27,2018-12-07T19:44:27Z,0.35.2,3
94,74DA38C7CEC2,AirBox,2018-12-07,74DA38C7CEC2,1,2.0,1.0,23.54,120.48,9.0,1212.0,100.0,1.0,0.0,14.0,16.0,11.0,89.0,24.37,1544211963.0,19:46:03,2018-12-07T19:46:03Z,0.35.2,3
95,74DA38C7CEC0,AirBox,2018-12-07,74DA38C7CEC0,1,2.0,1.0,24.063,120.434,9.0,7842.0,100.0,1.0,0.0,4.0,6.0,3.0,69.0,26.37,1544211266.0,19:34:26,2018-12-07T19:34:26Z,0.35.2,3
96,74DA38E69B82,AirBox,2018-12-07,74DA38E69B82,1,2.0,1.0,23.562,120.477,9.0,27.0,100.0,1.0,0.0,15.0,15.0,11.0,78.0,23.0,1544212014.0,19:46:54,2018-12-07T19:46:54Z,0.35.2,3
97,74DA38F20D5A,AirBox,2018-12-07,74DA38F20D5A,1,2.0,1.0,25.062,121.451,9.0,103.0,100.0,1.0,0.0,10.0,11.0,7.0,55.0,29.75,1544211517.0,19:38:37,2018-12-07T19:38:37Z,1.0.7,3
98,74DA38E69DBE,AirBox,2018-12-07,74DA38E69DBE,1,2.0,1.0,25.066,121.482,9.0,455.0,100.0,1.0,0.0,0.0,0.0,0.0,55.0,28.62,1544209867.0,19:11:07,2018-12-07T19:11:07Z,0.35.2,3
99,74DA38AF47BA,AirBox,2018-12-07,74DA38AF47BA,1,2.0,1.0,25.015,121.546,9.0,4067.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,21.62,1544211345.0,19:35:45,2018-12-07T19:35:45Z,0.35.2,3
100,74DA38E69D00,AirBox,2018-12-07,74DA38E69D00,1,2.0,1.0,22.658,120.472,9.0,596.0,100.0,1.0,0.0,15.0,15.0,11.0,60.0,31.25,1544211956.0,19:45:56,2018-12-07T19:45:56Z,0.35.2,3
101,屏東縣縣立鹽洲國小,AirBox,2018-12-07,74DA38F20FDC,1,2.0,1.0,22.488,120.44,9.0,620.0,100.0,1.0,0.0,34.0,40.0,22.0,73.0,25.0,1544211838.0,19:43:58,2018-12-07T19:43:58Z,1.0.7,3
102,74DA38E69D0A,AirBox,2018-12-07,74DA38E69D0A,1,2.0,1.0,22.66,120.3,9.0,113.0,100.0,1.0,0.0,13.0,14.0,10.0,58.0,29.62,1544212718.0,19:58:38,2018-12-07T19:58:38Z,0.35.2,3
103,屏東縣縣立北葉國小,AirBox,2018-12-07,74DA38F211FA,1,2.0,1.0,22.706,120.646,9.0,1525.0,100.0,1.0,0.0,33.0,39.0,21.0,81.0,25.0,1544212792.0,19:59:52,2018-12-07T19:59:52Z,1.0.7,3
104,澎湖縣縣立後寮國小,AirBox,2018-12-07,74DA38F20FD4,1,2.0,1.0,23.662,119.569,9.0,8906.0,100.0,1.0,0.0,4.0,8.0,2.0,81.0,23.5,1544210930.0,19:28:50,2018-12-07T19:28:50Z,1.0.7,3
105,台東縣縣立都蘭國小,AirBox,2018-12-07,74DA38F20D56,1,2.0,1.0,22.878,121.227,9.0,2888.0,100.0,1.0,0.0,0.0,0.0,0.0,68.0,25.25,1544210567.0,19:22:47,2018-12-07T19:22:47Z,1.0.7,3
106,屏東縣縣立楓港國小,AirBox,2018-12-07,74DA38F20D54,1,2.0,1.0,22.19,120.692,9.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,50.0,29.75,1544211833.0,19:43:53,2018-12-07T19:43:53Z,1.0.7,3
