,SiteName,app,date,device_id,fmt_opt,gps_alt,gps_fix,gps_lat,gps_lon,gps_num,s_0,s_1,s_2,s_3,s_d0,s_d1,s_d2,s_h0,s_t0,tick,time,timestamp,ver_app,ver_format
29,嘉義縣嘉新國民中學,AirBox,2018-12-07,74DA38C7D220,1,2.0,1.0,23.5,120.378,9.0,10710.0,100.0,1.0,0.0,14.0,15.0,10.0,79.0,23.5,1544213327.0,20:08:47,2018-12-07T20:08:47Z,0.35.2,3
30,74DA38B05382,AirBox,2018-12-07,74DA38B05382,1,2.0,1.0,25.129,121.72,9.0,20505.0,100.0,1.0,0.0,2.0,2.0,1.0,97.0,21.37,1544214317.0,20:25:17,2018-12-07T20:25:17Z,0.35.2,3
31,74DA38C7D224,AirBox,2018-12-07,74DA38C7D224,1,2.0,1.0,3.201,101.557,9.0,2026.0,100.0,1.0,0.0,13.0,14.0,11.0,93.0,29.0,1544213751.0,20:15:51,2018-12-07T20:15:51Z,0.35.2,3
32,74DA38AF4798,AirBox,2018-12-07,74DA38AF4798,1,2.0,1.0,25.115,121.519,9.0,120.0,100.0,1.0,0.0,0.0,0.0,0.0,90.0,23.25,1544213485.0,20:11:25,2018-12-07T20:11:25Z,0.35.2,3
33,taichung18,AirBox,2018-12-07,74DA3895E070,1,2.0,1.0,24.113,120.622,9.0,18407.0,100.0,1.0,0.0,3.0,3.0,2.0,80.0,23.62,1544214204.0,20:23:24,2018-12-07T20:23:24Z,0.35.0,3
34,74DA38AF4792,AirBox,2018-12-07,74DA38AF4792,1,2.0,1.0,22.665,120.325,9.0,1864.0,100.0,1.0,0.0,18.0,21.0,14.0,100.0,23.12,1544213024.0,20:03:44,2018-12-07T20:03:44Z,0.35.2,3
35,74DA38EBF5A4,AirBox,2018-12-07,74DA38EBF5A4,1,2.0,1.0,23.709,120.436,9.0,287.0,100.0,1.0,0.0,14.0,14.0,11.0,79.0,23.87,1544213666.0,20:14:26,2018-12-07T20:14:26Z,1.0.7,3
36,嘉義縣梅北國民小學,AirBox,2018-12-07,74DA38C7D3BE,1,2.0,1.0,23.587,120.552,9.0,12703.0,100.0,1.0,0.0,7.0,8.0,6.0,86.0,25.87,1544212319.0,19:51:59,2018-12-07T19:51:59Z,0.35.2,3
37,金門縣立上岐國小,AirBox,2018-12-07,74DA38C7D17E,1,2.0,1.0,24.415,118.228,9.0,1154.0,100.0,1.0,0.0,9.0,9.0,6.0,87.0,18.37,1544214594.0,20:29:54,2018-12-07T20:29:54Z,0.35.2,3
38,74DA38EBF654,AirBox,2018-12-07,74DA38EBF654,1,2.0,1.0,25.044,121.388,9.0,400.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,25.25,1544211520.0,19:38:40,2018-12-07T19:38:40Z,1.0.7,3
39,74DA38C7D154,AirBox,2018-12-07,74DA38C7D154,1,2.0,1.0,24.953,121.203,9.0,2066.0,100.0,1.0,0.0,2.0,2.0,1.0,83.0,21.12,1544212789.0,19:59:49,2018-12-07T19:59:49Z,0.35.2,3
40,74DA38C7D596,AirBox,2018-12-07,74DA38C7D596,1,2.0,1.0,22.993,120.157,9.0,2916.0,100.0,1.0,0.0,18.0,19.0,13.0,100.0,22.5,1544214066.0,20:21:06,2018-12-07T20:21:06Z,0.35.2,3
41,74DA38C7D356,AirBox,2018-12-07,74DA38C7D356,1,2.0,1.0,24.902,121.266,9.0,419.0,100.0,1.0,0.0,1.0,1.0,1.0,100.0,20.5,1544212732.0,19:58:52,2018-12-07T19:58:52Z,1.0.7,3
42,74DA38EBF5CA,AirBox,2018-12-07,74DA38EBF5CA,1,2.0,1.0,25.028,121.522,9.0,1025.0,100.0,1.0,0.0,0.0,0.0,0.0,63.0,25.5,1544212953.0,20:02:33,2018-12-07T20:02:33Z,1.0.7,3
43,74DA38C7D350,AirBox,2018-12-07,74DA38C7D350,1,2.0,1.0,24.956,121.315,9.0,197.0,100.0,1.0,0.0,2.0,2.0,1.0,82.0,22.12,1544212830.0,20:00:30,2018-12-07T20:00:30Z,0.35.2,3
44,新竹市立三民國中,AirBox,2018-12-07,74DA38C7D57A,1,2.0,1.0,24.812,120.979,9.0,1048.0,100.0,1.0,0.0,1.0,2.0,0.0,100.0,21.87,1544212625.0,19:57:05,2018-12-07T19:57:05Z,0.35.2,3
45,74DA38C7D358,AirBox,2018-12-07,74DA38C7D358,1,2.0,1.0,24.925,121.31,9.0,1826.0,100.0,1.0,0.0,1.0,1.0,0.0,100.0,21.87,1544211137.0,19:32:17,2018-12-07T19:32:17Z,0.35.2,3
46,74DA38F210B4,AirBox,2018-12-07,74DA38F210B4,1,2.0,1.0,22.791,120.293,9.0,104.0,100.0,1.0,0.0,37.0,43.0,26.0,64.0,25.25,1544213079.0,20:04:39,2018-12-07T20:04:39Z,1.0.7,3
47,74DA38F210B6,AirBox,2018-12-07,74DA38F210B6,1,2.0,1.0,23.009,120.514,9.0,1203.0,100.0,1.0,0.0,17.0,18.0,11.0,67.0,29.0,1544214237.0,20:23:57,2018-12-07T20:23:57Z,1.0.7,3
48,74DA38C7D35A,AirBox,2018-12-07,74DA38C7D35A,1,2.0,1.0,24.88,121.301,9.0,3.0,100.0,1.0,0.0,0.0,1.0,0.0,100.0,20.25,1544211091.0,19:31:31,2018-12-07T19:31:31Z,0.35.2,3
49,74DA38C7D578,AirBox,2018-12-07,74DA38C7D578,1,2.0,1.0,2.996,101.79,9.0,1058.0,100.0,1.0,0.0,16.0,18.0,12.0,93.0,29.12,1544213996.0,20:19:56,2018-12-07T20:19:56Z,0.35.2,3
50,雲林縣立莿桐國中,AirBox,2018-12-07,74DA38C7D576,1,2.0,1.0,23.749,120.507,9.0,1979.0,100.0,1.0,0.0,12.0,14.0,10.0,77.0,24.25,1544213142.0,20:05:42,2018-12-07T20:05:42Z,0.35.2,3
51,74DA38F210B8,AirBox,2018-12-07,74DA38F210B8,1,2.0,1.0,22.956,120.493,9.0,117.0,100.0,1.0,0.0,22.0,22.0,15.0,78.0,22.25,1544214397.0,20:26:37,2018-12-07T20:26:37Z,1.0.7,3
52,74DA38ED0758,AirBox,2018-12-07,74DA38ED0758,1,2.0,1.0,7.418,3.934,9.0,65.0,100.0,1.0,0.0,235.0,279.0,118.0,43.0,31.62,1544213588.0,20:13:08,2018-12-07T20:13:08Z,1.0.7,3
53,74DA38E69C2E,AirBox,2018-12-07,74DA38E69C2E,1,2.0,1.0,24.727,121.084,9.0,1122.0,100.0,1.0,0.0,0.0,0.0,0.0,82.0,21.62,1544214215.0,20:23:35,2018-12-07T20:23:35Z,0.35.2,3
54,花蓮縣立鳳仁國小,AirBox,2018-12-07,74DA38ED0756,1,2.0,1.0,23.75,121.451,9.0,1823.0,100.0,1.0,0.0,4.0,5.0,3.0,88.0,23.87,1544212136.0,19:48:56,2018-12-07T19:48:56Z,1.0.7,3
55,74DA38EBF65C,AirBox,2018-12-07,74DA38EBF65C,1,2.0,1.0,24.414,118.284,9.0,20063.0,100.0,1.0,0.0,8.0,8.0,5.0,96.0,17.37,1544212812.0,20:00:12,2018-12-07T20:00:12Z,1.0.7,3
56,74DA38EBF5AE,AirBox,2018-12-07,74DA38EBF5AE,1,2.0,1.0,24.195,120.686,9.0,4418.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,29.37,1544214051.0,20:20:51,2018-12-07T20:20:51Z,1.0.7,3
57,74DA38EBF65A,AirBox,2018-12-07,74DA38EBF65A,1,2.0,1.0,24.265,120.574,9.0,4334.0,100.0,1.0,0.0,5.0,5.0,4.0,60.0,27.12,1544214249.0,20:24:09,2018-12-07T20:24:09Z,1.0.7,3
58,74DA38EBF908,AirBox,2018-12-07,74DA38EBF908,1,2.0,1.0,22.626,120.266,9.0,2652.0,100.0,1.0,0.0,18.0,18.0,12.0,57.0,29.0,1544211897.0,19:44:57,2018-12-07T19:44:57Z,1.0.7,3
59,74DA38EBF902,AirBox,2018-12-07,74DA38EBF902,1,2.0,1.0,23.477,120.454,9.0,4343.0,100.0,1.0,0.0,13.0,13.0,10.0,64.0,26.5,1544214057.0,20:20:57,2018-12-07T20:20:57Z,1.0.7,3
60,74DA38EBF900,AirBox,2018-12-07,74DA38EBF900,1,2.0,1.0,25.061,121.627,9.0,82.0,100.0,1.0,0.0,0.0,1.0,0.0,87.0,21.62,1544211896.0,19:44:56,2018-12-07T19:44:56Z,1.0.7,3
61,74DA38EBF906,AirBox,2018-12-07,74DA38EBF906,1,2.0,1.0,23.715,120.558,9.0,801.0,100.0,1.0,0.0,9.0,9.0,7.0,63.0,25.12,1544213435.0,20:10:35,2018-12-07T20:10:35Z,1.0.7,3
62,74DA38EBF904,AirBox,2018-12-07,74DA38EBF904,1,2.0,1.0,24.774,121.044,9.0,4393.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,26.25,1544213885.0,20:18:05,2018-12-07T20:18:05Z,1.0.7,3
63,74DA38EBF924,AirBox,2018-12-07,74DA38EBF924,1,2.0,1.0,23.115,120.306,9.0,1332.0,100.0,1.0,0.0,20.0,21.0,13.0,75.0,24.37,1544213189.0,20:06:29,2018-12-07T20:06:29Z,1.0.7,3
64,74DA38EBF83E,AirBox,2018-12-07,74DA38EBF83E,1,2.0,1.0,22.66,120.323,9.0,726.0,100.0,1.0,0.0,26.0,27.0,17.0,68.0,25.75,1544214245.0,20:24:05,2018-12-07T20:24:05Z,1.0.7,3
65,74DA38EBF83C,AirBox,2018-12-07,74DA38EBF83C,1,2.0,1.0,25.029,121.501,9.0,4399.0,100.0,1.0,0.0,0.0,0.0,0.0,78.0,22.12,1544212821.0,20:00:21,2018-12-07T20:00:21Z,1.0.7,3
66,28C2DDDD47DB,AirBox,2018-12-07,28C2DDDD47DB,1,2.0,1.0,25.002,121.55,9.0,47.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,21.25,1544213885.0,20:18:05,2018-12-07T20:18:05Z,1.0,3
67,74DA38E2B4FA,AirBox,2018-12-07,74DA38E2B4FA,1,2.0,1.0,24.148,120.611,9.0,1068.0,100.0,1.0,0.0,4.0,4.0,3.0,61.0,29.25,1544213870.0,20:17:50,2018-12-07T20:17:50Z,0.35.2,3
68,74DA38E2B4FC,AirBox,2018-12-07,74DA38E2B4FC,1,2.0,1.0,25.016,121.53,9.0,4467.0,100.0,1.0,0.0,0.0,0.0,0.0,67.0,25.12,1544212137.0,19:48:57,2018-12-07T19:48:57Z,0.35.2,3
69,宜蘭縣縣立壯圍國小,AirBox,2018-12-07,74DA38F20900,1,2.0,1.0,24.743,121.79,9.0,4399.0,100.0,1.0,0.0,0.0,0.0,0.0,85.0,22.0,1544213073.0,20:04:33,2018-12-07T20:04:33Z,1.0.7,3
70,74DA38E2B4FE,AirBox,2018-12-07,74DA38E2B4FE,1,2.0,1.0,23.95,120.916,9.0,1774.0,100.0,1.0,0.0,33.0,37.0,23.0,100.0,21.0,1544214204.0,20:23:24,2018-12-07T20:23:24Z,0.35.2,3
71,屏東縣縣立獅子國中,AirBox,2018-12-07,74DA38F20902,1,2.0,1.0,22.204,120.7,9.0,146.0,100.0,1.0,0.0,0.0,0.0,0.0,62.0,26.75,1544213026.0,20:03:46,2018-12-07T20:03:46Z,1.0.7,3
72,74DA38C7CF34,AirBox,2018-12-07,74DA38C7CF34,1,2.0,1.0,24.912,121.159,9.0,2696.0,100.0,1.0,0.0,2.0,2.0,1.0,74.0,22.37,1544213750.0,20:15:50,2018-12-07T20:15:50Z,0.35.2,3
73,74DA38C7CF36,AirBox,2018-12-07,74DA38C7CF36,1,2.0,1.0,23.918,120.885,9.0,36.0,100.0,1.0,0.0,28.0,30.0,20.0,87.0,22.87,1544212778.0,19:59:38,2018-12-07T19:59:38Z,0.35.2,3
74,苗栗縣縣立公館國小,AirBox,2018-12-07,74DA38F20908,1,2.0,1.0,24.499,120.827,9.0,605.0,100.0,1.0,0.0,3.0,3.0,3.0,71.0,22.5,1544211336.0,19:35:36,2018-12-07T19:35:36Z,1.0.7,3
75,74DA3895C44A,AirBox,2018-12-07,74DA3895C44A,1,2.0,1.0,24.309,120.712,9.0,815.0,100.0,1.0,0.0,7.0,8.0,6.0,100.0,19.62,1544213764.0,20:16:04,2018-12-07T20:16:04Z,0.35.0,3
76,屏東縣縣立東港高中附設國中,AirBox,2018-12-07,74DA38F2090E,1,2.0,1.0,22.465,120.455,9.0,1953.0,100.0,1.0,0.0,25.0,26.0,16.0,66.0,27.5,1544213819.0,20:16:59,2018-12-07T20:16:59Z,1.0.7,3
77,74DA38E2B4F4,AirBox,2018-12-07,74DA38E2B4F4,1,2.0,1.0,25.058,121.469,9.0,2893.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,26.25,1544211287.0,19:34:47,2018-12-07T19:34:47Z,0.35.2,3
78,屏東縣縣立萬新國中,AirBox,2018-12-07,74DA38F2090A,1,2.0,1.0,22.562,120.492,9.0,1608.0,100.0,1.0,0.0,25.0,26.0,18.0,77.0,24.87,1544213435.0,20:10:35,2018-12-07T20:10:35Z,1.0.7,3
79,74DA38B051F4,AirBox,2018-12-07,74DA38B051F4,1,2.0,1.0,25.034,121.525,9.0,802.0,100.0,1.0,0.0,0.0,0.0,0.0,62.0,27.87,1544212961.0,20:02:41,2018-12-07T20:02:41Z,0.35.2,3
80,74DA3895C440,AirBox,2018-12-07,74DA3895C440,1,2.0,1.0,22.674,120.478,9.0,10.0,100.0,1.0,0.0,15.0,16.0,12.0,67.0,28.37,1544213662.0,20:14:22,2018-12-07T20:14:22Z,0.35.0,3
81,74DA38EBF838,AirBox,2018-12-07,74DA38EBF838,1,2.0,1.0,25.012,121.542,9.0,335.0,100.0,1.0,0.0,4.0,4.0,3.0,82.0,22.5,1544213390.0,20:09:50,2018-12-07T20:09:50Z,1.0.7,3
82,74DA38AF48C8,AirBox,2018-12-07,74DA38AF48C8,1,2.0,1.0,24.993,121.303,9.0,351.0,100.0,1.0,0.0,0.0,0.0,0.0,61.0,28.5,1544213465.0,20:11:05,2018-12-07T20:11:05Z,0.35.2,3
83,taichung02,AirBox,2018-12-07,74DA3895C2F8,1,2.0,1.0,24.12,120.734,9.0,1836.0,100.0,1.0,0.0,4.0,4.0,3.0,100.0,24.12,1544211494.0,19:38:14,2018-12-07T19:38:14Z,0.35.0,3
84,74DA3895C2F4,AirBox,2018-12-07,74DA3895C2F4,1,2.0,1.0,25.033,121.554,9.0,3541.0,100.0,1.0,0.0,1.0,1.0,1.0,68.0,25.75,1544212754.0,19:59:14,2018-12-07T19:59:14Z,0.35.0,3
85,74DA3895C2F2,AirBox,2018-12-07,74DA3895C2F2,1,2.0,1.0,24.299,120.577,9.0,88.0,100.0,1.0,0.0,5.0,6.0,3.0,100.0,21.25,1544214270.0,20:24:30,2018-12-07T20:24:30Z,0.35.2,3
86,74DA3895C2F0,AirBox,2018-12-07,74DA3895C2F0,1,2.0,1.0,24.786,120.997,9.0,967.0,100.0,1.0,0.0,0.0,0.0,0.0,95.0,21.87,1544213963.0,20:19:23,2018-12-07T20:19:23Z,0.35.0,3
87,苗栗縣縣立同光國小,AirBox,2018-12-07,74DA38F20AA2,1,2.0,1.0,24.609,120.762,9.0,760.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,20.25,1544212338.0,19:52:18,2018-12-07T19:52:18Z,1.0.7,3
88,74DA38EBF90C,AirBox,2018-12-07,74DA38EBF90C,1,2.0,1.0,23.118,120.306,9.0,4322.0,100.0,1.0,0.0,25.0,29.0,15.0,85.0,21.75,1544211441.0,19:37:21,2018-12-07T19:37:21Z,1.0.7,3
89,74DA38E69E3E,AirBox,2018-12-07,74DA38E69E3E,1,2.0,1.0,23.498,120.379,9.0,1048.0,100.0,1.0,0.0,6.0,6.0,5.0,57.0,29.37,1544213475.0,20:11:15,2018-12-07T20:11:15Z,0.35.2,3
90,雲林縣立安定國小,AirBox,2018-12-07,74DA38C7D4BA,1,2.0,1.0,23.798,120.438,9.0,16.0,100.0,1.0,0.0,8.0,8.0,7.0,70.0,25.12,1544212555.0,19:55:55,2018-12-07T19:55:55Z,0.35.2,3
91,74DA38E69B80,AirBox,2018-12-07,74DA38E69B80,1,2.0,1.0,23.468,120.282,9.0,2199.0,100.0,1.0,0.0,6.0,6.0,5.0,100.0,24.5,1544213548.0,20:12:28,2018-12-07T20:12:28Z,0.35.2,3
92,74DA38C7CEC8,AirBox,2018-12-07,74DA38C7CEC8,1,2.0,1.0,24.184,120.59,9.0,16755.0,100.0,1.0,0.0,7.0,8.0,6.0,100.0,19.87,1544212950.0,20:02:30,2018-12-07T20:02:30Z,0.35.2,3
93,74DA38C7CEC2,AirBox,2018-12-07,74DA38C7CEC2,1,2.0,1.0,23.54,120.48,9.0,1212.0,100.0,1.0,0.0,14.0,16.0,11.0,89.0,24.37,1544211963.0,19:46:03,2018-12-07T19:46:03Z,0.35.2,3
94,74DA38C7CEC0,AirBox,2018-12-07,74DA38C7CEC0,1,2.0,1.0,24.063,120.434,9.0,7848.0,100.0,1.0,0.0,4.0,5.0,3.0,68.0,26.25,1544213435.0,20:10:35,2018-12-07T20:10:35Z,0.35.2,3
95,74DA38F20D5A,AirBox,2018-12-07,74DA38F20D5A,1,2.0,1.0,25.062,121.451,9.0,110.0,100.0,1.0,0.0,10.0,11.0,7.0,55.0,29.75,1544214098.0,20:21:38,2018-12-07T20:21:38Z,1.0.7,3
96,74DA38E2B58C,AirBox,2018-12-07,74DA38E2B58C,1,2.0,1.0,24.087,120.669,9.0,816.0,100.0,1.0,0.0,0.0,0.0,0.0,58.0,28.5,1544212941.0,20:02:21,2018-12-07T20:02:21Z,0.35.2,3
97,74DA38E69D00,AirBox,2018-12-07,74DA38E69D00,1,2.0,1.0,22.658,120.472,9.0,603.0,100.0,1.0,0.0,14.0,15.0,11.0,59.0,31.12,1544214492.0,20:28:12,2018-12-07T20:28:12Z,0.35.2,3
98,屏東縣縣立鹽洲國小,AirBox,2018-12-07,74DA38F20FDC,1,2.0,1.0,22.488,120.44,9.0,625.0,100.0,1.0,0.0,33.0,38.0,22.0,74.0,24.62,1544213699.0,20:14:59,2018-12-07T20:14:59Z,1.0.7,3
99,74DA38E69D0A,AirBox,2018-12-07,74DA38E69D0A,1,2.0,1.0,22.66,120.3,9.0,113.0,100.0,1.0,0.0,13.0,14.0,10.0,58.0,29.62,1544212718.0,19:58:38,2018-12-07T19:58:38Z,0.35.2,3
100,74DA38AF47BE,AirBox,2018-12-07,74DA38AF47BE,1,2.0,1.0,25.024,121.524,9.0,2594.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,24.87,1544212629.0,19:57:09,2018-12-07T19:57:09Z,0.35.2,3
101,台東縣縣立都蘭國小,AirBox,2018-12-07,74DA38F20D56,1,2.0,1.0,22.878,121.227,9.0,2899.0,100.0,1.0,0.0,0.0,0.0,0.0,69.0,25.12,1544214597.0,20:29:57,2018-12-07T20:29:57Z,1.0.7,3
102,屏東縣縣立楓港國小,AirBox,2018-12-07,74DA38F20D54,1,2.0,1.0,22.19,120.692,9.0,9.0,100.0,1.0,0.0,0.0,0.0,0.0,51.0,29.37,1544214399.0,20:26:39,2018-12-07T20:26:39Z,1.0.7,3
103,74DA38E69DB4,AirBox,2018-12-07,74DA38E69DB4,1,2.0,1.0,23.753,120.432,9.0,399.0,100.0,1.0,0.0,10.0,10.0,8.0,65.0,26.0,1544213319.0,20:08:39,2018-12-07T20:08:39Z,0.35.2,3
104,74DA38E2B4CC,AirBox,2018-12-07,74DA38E2B4CC,1,2.0,1.0,25.11,121.689,9.0,132.0,100.0,1.0,0.0,0.0,1.0,0.0,100.0,21.0,1544212851.0,20:00:51,2018-12-07T20:00:51Z,0.35.2,3
105,taichung137,AirBox,2018-12-07,74DA38C7CECA,1,2.0,1.0,24.16,120.664,9.0,1233.0,100.0,1.0,0.0,8.0,8.0,7.0,73.0,23.75,1544213106.0,20:05:06,2018-12-07T20:05:06Z,0.35.2,3
106,雲林縣立建陽國小,AirBox,2018-12-07,74DA38C7CECE,1,2.0,1.0,23.633,120.152,9.0,3741.0,100.0,1.0,0.0,5.0,8.0,4.0,88.0,23.62,1544213200.0,20:06:40,2018-12-07T20:06:40Z,0.35.2,3
